<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;D;2017-01-30;0;177.5000000;178.0000000;174.2400000;174.6000000;45749280
SBER;D;2017-01-31;0;174.3700000;175.2700000;172.0700000;172.2000000;46470590
SBER;D;2017-02-01;0;172.5100000;174.2700000;171.7500000;173.9000000;42193480
SBER;D;2017-02-02;0;173.9000000;174.6900000;171.9500000;172.8300000;31041850
SBER;D;2017-02-03;0;173.0700000;174.1900000;172.2700000;173.8000000;34713800
SBER;D;2017-02-06;0;174.3000000;174.9800000;172.2200000;172.8700000;33872650
SBER;D;2017-02-07;0;173.0000000;174.1800000;171.5100000;173.4700000;33473120
SBER;D;2017-02-08;0;173.1500000;173.1500000;170.7700000;171.2000000;33273330
SBER;D;2017-02-09;0;171.9400000;172.6700000;167.8400000;168.8000000;48715170
SBER;D;2017-02-10;0;169.0700000;170.4500000;165.4000000;165.5000000;59285630
SBER;D;2017-02-13;0;166.0600000;167.0500000;163.5000000;164.7000000;52988560
SBER;D;2017-02-14;0;164.9900000;165.1400000;162.0100000;162.7000000;54452230
SBER;D;2017-02-15;0;162.2500000;165.5700000;160.0000000;163.5000000;68790290
SBER;D;2017-02-16;0;164.0300000;166.5000000;162.2100000;166.4900000;44308970
SBER;D;2017-02-17;0;166.4000000;167.1200000;164.4200000;165.4900000;32553630
SBER;D;2017-02-20;0;166.3700000;166.6900000;163.9300000;165.4400000;26953640
SBER;D;2017-02-21;0;165.1800000;168.3800000;164.8000000;167.0000000;39626950
SBER;D;2017-02-22;0;167.4400000;168.3000000;164.3500000;165.9000000;40633810
SBER;D;2017-02-24;0;166.5300000;168.0200000;165.0300000;165.5100000;29587170
SBER;D;2017-02-27;0;166.0000000;166.3400000;160.6200000;160.9500000;41929270
SBER;D;2017-02-28;0;161.0500000;161.1900000;155.7000000;156.0000000;67891140
SBER;D;2017-03-01;0;155.9900000;160.9200000;155.9900000;160.0000000;62236720
SBER;D;2017-03-02;0;161.2000000;164.3000000;160.3300000;163.4000000;65010400
SBER;D;2017-03-03;0;162.9300000;164.8900000;161.6100000;164.4000000;38192960
SBER;D;2017-03-06;0;164.5100000;165.9900000;162.0000000;162.0000000;36786400
SBER;D;2017-03-07;0;162.3300000;162.3800000;158.9000000;160.9800000;44827830
SBER;D;2017-03-09;0;159.3000000;160.8400000;155.2300000;156.2000000;63624090
SBER;D;2017-03-10;0;157.3600000;159.4000000;155.5500000;157.5000000;51231270
SBER;D;2017-03-13;0;157.4700000;159.8700000;155.8600000;158.9200000;34056930
SBER;D;2017-03-14;0;159.3000000;160.7500000;157.0200000;157.4200000;59180030
SBER;D;2017-03-15;0;158.0600000;159.6700000;156.0600000;156.2000000;48779150
SBER;D;2017-03-16;0;157.8300000;159.8500000;157.8200000;158.3500000;68209960
SBER;D;2017-03-17;0;158.5000000;162.8500000;158.1700000;161.1500000;65442610
SBER;D;2017-03-20;0;161.5300000;164.0500000;160.6100000;163.8000000;41462870
SBER;D;2017-03-21;0;164.5000000;165.4900000;162.2500000;162.9800000;39731890
SBER;D;2017-03-22;0;162.0100000;162.9200000;159.7500000;162.9200000;40657710
SBER;D;2017-03-23;0;163.3900000;164.8400000;162.1000000;164.1500000;38642980
SBER;D;2017-03-24;0;163.9900000;165.9000000;163.0700000;164.5200000;32993360
SBER;D;2017-03-27;0;163.0300000;163.3700000;161.1000000;162.6900000;35229330
SBER;D;2017-03-28;0;163.4800000;164.1000000;162.0500000;163.6600000;30439500
SBER;D;2017-03-29;0;164.0100000;164.9000000;162.3700000;163.2200000;26134840
SBER;D;2017-03-30;0;163.3800000;164.1000000;161.9000000;163.5000000;24384990
SBER;D;2017-03-31;0;163.4500000;163.7000000;159.5100000;159.8000000;31601040
SBER;D;2017-04-03;0;160.5000000;162.9400000;159.8400000;161.8000000;32636130
SBER;D;2017-04-04;0;161.4000000;163.9500000;160.7000000;163.5000000;23318810
SBER;D;2017-04-05;0;164.3200000;168.4500000;163.8200000;168.1000000;57692310
SBER;D;2017-04-06;0;167.5300000;168.1900000;166.4100000;167.4900000;24375820
SBER;D;2017-04-07;0;166.1300000;166.8400000;160.7100000;161.4900000;59650240
SBER;D;2017-04-10;0;161.1400000;161.3900000;154.5100000;155.2000000;73679940
SBER;D;2017-04-11;0;155.1800000;158.5900000;154.6100000;156.0000000;53273370
SBER;D;2017-04-12;0;156.9400000;157.4400000;150.2800000;150.2800000;53244540
SBER;D;2017-04-13;0;151.5700000;153.3500000;149.7000000;152.0000000;69930590
SBER;D;2017-04-14;0;150.6000000;152.2500000;148.6000000;149.2400000;24840630
SBER;D;2017-04-17;0;149.4000000;154.2000000;147.6200000;153.9900000;48346600
SBER;D;2017-04-18;0;154.4400000;155.5900000;152.1500000;153.4000000;60835810
SBER;D;2017-04-19;0;153.1900000;155.3800000;152.3600000;153.6000000;38948690
SBER;D;2017-04-20;0;152.9900000;158.4000000;152.2600000;158.2100000;64051190
SBER;D;2017-04-21;0;158.7500000;160.3000000;157.8000000;159.5900000;57083470
SBER;D;2017-04-24;0;161.1300000;163.4300000;161.0000000;162.5000000;47923700
SBER;D;2017-04-25;0;163.0800000;163.5300000;161.3100000;162.5500000;40459900
SBER;D;2017-04-26;0;163.1000000;165.8000000;161.7000000;165.0500000;49230820
SBER;D;2017-04-27;0;164.9800000;165.7900000;163.2700000;164.6900000;43668030
SBER;D;2017-04-28;0;165.5000000;166.0000000;163.9100000;165.2000000;40779440
SBER;D;2017-05-02;0;166.0000000;168.3400000;165.0100000;166.6400000;42399190
SBER;D;2017-05-03;0;166.3000000;166.5000000;163.6300000;164.7100000;33445270
SBER;D;2017-05-04;0;164.6000000;167.4000000;163.7800000;165.5000000;37605500
SBER;D;2017-05-05;0;164.2200000;166.6000000;164.0000000;165.8000000;35456420
SBER;D;2017-05-10;0;167.0100000;170.8000000;166.4100000;170.8000000;46231060
SBER;D;2017-05-11;0;171.0100000;172.3900000;168.8400000;169.9700000;56518590
SBER;D;2017-05-12;0;169.7400000;170.4300000;166.8500000;167.7000000;37348590
SBER;D;2017-05-15;0;168.5100000;171.6800000;167.8900000;171.3500000;47039700
SBER;D;2017-05-16;0;170.9100000;172.0000000;169.9800000;170.6600000;37176510
SBER;D;2017-05-17;0;169.8000000;170.6300000;168.1700000;169.2400000;35159440
SBER;D;2017-05-18;0;168.4500000;169.1700000;164.7000000;166.5000000;57391080
SBER;D;2017-05-19;0;167.4000000;170.0800000;165.7100000;168.8700000;36513820
SBER;D;2017-05-22;0;170.4800000;170.4800000;167.1400000;168.0300000;29547080
SBER;D;2017-05-23;0;167.8500000;168.3000000;165.4000000;166.3100000;39494780
SBER;D;2017-05-24;0;166.5500000;168.4800000;162.5100000;165.7000000;46841490
SBER;D;2017-05-25;0;166.5000000;166.9500000;163.5300000;164.0500000;34259260
SBER;D;2017-05-26;0;163.8000000;163.8000000;160.6200000;160.7000000;46053720
SBER;D;2017-05-29;0;160.9900000;164.2200000;160.6900000;163.9000000;28717750
SBER;D;2017-05-30;0;163.1500000;163.4500000;161.1700000;161.6400000;22662700
SBER;D;2017-05-31;0;161.5200000;161.6000000;155.0300000;155.9300000;74332900
SBER;D;2017-06-01;0;156.4000000;156.7600000;152.7200000;153.0000000;50552110
SBER;D;2017-06-02;0;153.0100000;157.1400000;151.6200000;157.1400000;65317930
SBER;D;2017-06-05;0;157.1100000;158.8900000;154.4300000;154.7000000;48549350
SBER;D;2017-06-06;0;154.4900000;156.0000000;152.1100000;152.8000000;34638420
SBER;D;2017-06-07;0;153.3000000;155.1100000;151.7500000;152.8200000;43633800
SBER;D;2017-06-08;0;153.1100000;153.4300000;148.2500000;151.9300000;67939500
SBER;D;2017-06-09;0;151.4200000;153.7500000;150.1200000;150.1300000;45286770
SBER;D;2017-06-13;0;145.4000000;147.3000000;145.0000000;146.0000000;52895870
SBER;D;2017-06-14;0;145.6500000;145.6500000;142.8100000;143.0000000;58195180
SBER;D;2017-06-15;0;141.9400000;142.2100000;136.2000000;139.0000000;183227550
SBER;D;2017-06-16;0;139.6100000;142.8000000;139.0200000;141.6300000;79633620
SBER;D;2017-06-19;0;142.5000000;145.1500000;141.8000000;145.0000000;55148910
SBER;D;2017-06-20;0;145.2000000;147.1000000;143.5000000;144.9000000;58964860
SBER;D;2017-06-21;0;144.2000000;144.9900000;142.7700000;143.4900000;48022620
SBER;D;2017-06-22;0;142.5000000;145.6900000;141.7800000;144.2500000;54308270
SBER;D;2017-06-23;0;144.3700000;146.0000000;143.6200000;144.1000000;42311360
SBER;D;2017-06-26;0;144.8500000;146.4900000;143.8100000;144.4900000;46164540
SBER;D;2017-06-27;0;144.3600000;147.2000000;143.4000000;147.1000000;51038540
SBER;D;2017-06-28;0;146.2000000;146.4500000;144.7100000;145.5000000;45931650
SBER;D;2017-06-29;0;146.5000000;146.8300000;143.2000000;143.8000000;48648990
SBER;D;2017-06-30;0;143.2100000;146.7300000;142.8800000;145.5900000;67176090
SBER;D;2017-07-03;0;146.6900000;148.3000000;146.2200000;147.5000000;38271440
SBER;D;2017-07-04;0;147.4900000;149.8000000;147.1100000;149.3900000;39918560
SBER;D;2017-07-05;0;149.3900000;149.7900000;147.8900000;148.9600000;48166110
SBER;D;2017-07-06;0;149.2000000;151.0300000;148.9000000;150.3500000;51528480
SBER;D;2017-07-07;0;149.6900000;152.5000000;149.0600000;152.1600000;57091440
SBER;D;2017-07-10;0;152.3700000;155.3400000;152.3600000;155.0000000;63594070
SBER;D;2017-07-11;0;155.5700000;157.0000000;154.9500000;156.9100000;57174460
SBER;D;2017-07-12;0;157.5500000;160.9900000;157.5000000;160.8500000;70351270
SBER;D;2017-07-13;0;161.5000000;162.6200000;158.3400000;159.9400000;71787880
SBER;D;2017-07-14;0;159.7600000;162.2600000;159.4300000;161.4000000;43595840
SBER;D;2017-07-17;0;161.8000000;163.1000000;159.8200000;161.9800000;40199450
SBER;D;2017-07-18;0;162.0000000;162.9900000;160.8800000;161.7000000;36407150
SBER;D;2017-07-19;0;161.3900000;164.3400000;160.5300000;164.3400000;56444180
SBER;D;2017-07-20;0;164.0900000;164.9100000;163.4700000;163.9300000;41779280
SBER;D;2017-07-21;0;163.9600000;163.9900000;161.7200000;162.1000000;34999750
SBER;D;2017-07-24;0;161.2900000;162.3300000;158.6000000;161.3300000;57416210
SBER;D;2017-07-25;0;161.6900000;162.3000000;159.9200000;160.2200000;43196660
SBER;D;2017-07-26;0;160.7000000;162.3100000;160.1200000;161.5500000;42539870
SBER;D;2017-07-27;0;162.4400000;166.0000000;162.4000000;166.0000000;55205790
SBER;D;2017-07-28;0;165.3700000;165.7500000;163.1500000;165.4000000;50062090
SBER;D;2017-07-31;0;165.5200000;167.3500000;163.8800000;164.5300000;55705590
SBER;D;2017-08-01;0;165.5300000;168.0000000;165.3000000;166.3100000;55300510
SBER;D;2017-08-02;0;166.6000000;169.9400000;166.5400000;169.9000000;55319940
SBER;D;2017-08-03;0;170.0000000;170.9800000;169.1700000;170.0000000;56272350
SBER;D;2017-08-04;0;169.4800000;170.0000000;168.6000000;169.7300000;27177250
SBER;D;2017-08-07;0;170.4700000;172.9500000;170.3800000;172.7900000;35525700
SBER;D;2017-08-08;0;173.0300000;175.8800000;172.6600000;175.7500000;50494550
SBER;D;2017-08-09;0;174.8000000;175.2000000;172.8000000;173.4000000;48886900
SBER;D;2017-08-10;0;173.7400000;174.1600000;172.0100000;172.2000000;29995890
SBER;D;2017-08-11;0;171.3000000;172.4900000;168.6400000;172.0500000;60432960
SBER;D;2017-08-14;0;172.7700000;173.7700000;171.3700000;172.5100000;30776790
SBER;D;2017-08-15;0;172.3100000;172.7200000;170.4600000;172.3300000;30337020
SBER;D;2017-08-16;0;172.9500000;175.3000000;172.8300000;173.0500000;41805640
SBER;D;2017-08-17;0;172.5200000;173.9900000;172.2700000;172.7200000;26002740
SBER;D;2017-08-18;0;171.7000000;171.7100000;168.1300000;169.5000000;52297420
SBER;D;2017-08-21;0;169.7800000;170.6900000;168.5000000;169.9000000;36674400
SBER;D;2017-08-22;0;171.2000000;171.7000000;169.7000000;171.0000000;37730870
SBER;D;2017-08-23;0;171.0100000;175.3000000;170.9800000;175.3000000;55440260
SBER;D;2017-08-24;0;175.5000000;179.9400000;175.3000000;179.8000000;78552700
SBER;D;2017-08-25;0;180.8800000;182.2500000;179.6000000;180.5100000;68616730
SBER;D;2017-08-28;0;180.7500000;181.8500000;179.2000000;181.8500000;27909330
SBER;D;2017-08-29;0;181.9000000;182.0000000;179.5100000;181.8900000;45733310
SBER;D;2017-08-30;0;182.5000000;184.4800000;180.8500000;183.5000000;48340610
SBER;D;2017-08-31;0;182.9500000;186.3300000;181.7100000;183.5100000;64189980
SBER;D;2017-09-01;0;183.8500000;185.3300000;182.0200000;183.6600000;34333540
SBER;D;2017-09-04;0;181.8200000;185.2700000;180.9300000;184.1000000;25567970
SBER;D;2017-09-05;0;184.3900000;185.5900000;183.3300000;184.1400000;34325970
SBER;D;2017-09-06;0;183.2500000;183.7300000;181.4700000;183.1200000;33457830
SBER;D;2017-09-07;0;183.4700000;185.2500000;183.3200000;184.0000000;45624850
SBER;D;2017-09-08;0;184.1000000;187.4300000;183.7700000;185.8900000;60670380
SBER;D;2017-09-11;0;186.7000000;191.3000000;186.5100000;190.5000000;61525610
SBER;D;2017-09-12;0;191.0300000;192.3100000;188.1400000;189.3200000;50460340
SBER;D;2017-09-13;0;189.3000000;190.9500000;188.4000000;189.1000000;47748710
SBER;D;2017-09-14;0;189.0000000;189.3900000;186.0000000;188.6400000;38009640
SBER;D;2017-09-15;0;188.6800000;189.3000000;186.7200000;188.7500000;44759670
SBER;D;2017-09-18;0;189.5800000;190.3700000;187.3100000;188.0400000;29476890
SBER;D;2017-09-19;0;187.6500000;187.7200000;184.5500000;184.8500000;41361960
SBER;D;2017-09-20;0;184.5300000;186.4700000;182.6500000;186.4700000;49971400
SBER;D;2017-09-21;0;186.3500000;188.3700000;183.8000000;187.3800000;41568220
SBER;D;2017-09-22;0;187.3600000;188.7700000;186.7700000;187.5500000;37263860
SBER;D;2017-09-25;0;187.3300000;191.3800000;186.3700000;191.2000000;64121250
SBER;D;2017-09-26;0;191.5800000;195.0000000;191.5400000;192.5400000;82022480
SBER;D;2017-09-27;0;192.9400000;194.2900000;191.2000000;193.7000000;54969700
SBER;D;2017-09-28;0;193.6300000;194.3000000;191.5300000;191.9600000;39061930
SBER;D;2017-09-29;0;191.9600000;192.9400000;190.8000000;192.3300000;26264260
SBER;D;2017-10-02;0;192.7100000;194.1000000;191.1000000;193.0000000;35930460
SBER;D;2017-10-03;0;193.2500000;193.8700000;192.1300000;192.5000000;28621470
SBER;D;2017-10-04;0;192.4900000;192.5900000;191.2200000;192.0300000;26521660
SBER;D;2017-10-05;0;192.1800000;193.9300000;189.0600000;193.7400000;49460980
SBER;D;2017-10-06;0;194.3000000;196.4200000;193.6700000;194.1600000;52295530
SBER;D;2017-10-09;0;194.2200000;194.9000000;192.5800000;194.0000000;27725450
SBER;D;2017-10-10;0;194.3000000;194.4500000;192.9500000;193.2100000;17816780
SBER;D;2017-10-11;0;193.9400000;196.7500000;193.5600000;195.8300000;57937770
SBER;D;2017-10-12;0;195.8300000;196.7500000;194.9500000;195.5100000;34916020
SBER;D;2017-10-13;0;195.6300000;197.2900000;195.2000000;196.4800000;30319970
SBER;D;2017-10-16;0;197.5300000;198.5200000;196.7000000;197.7000000;26893430
SBER;D;2017-10-17;0;197.3900000;198.0000000;196.0700000;197.2000000;26202670
SBER;D;2017-10-18;0;197.5000000;197.8900000;194.0100000;195.3100000;43528990
SBER;D;2017-10-19;0;195.2600000;195.6900000;191.8100000;192.2000000;40301270
SBER;D;2017-10-20;0;193.5400000;194.1400000;192.2300000;192.9700000;28740370
SBER;D;2017-10-23;0;193.4300000;193.6400000;190.8200000;192.3400000;26923870
SBER;D;2017-10-24;0;191.6900000;192.9200000;190.1300000;192.5000000;28240990
SBER;D;2017-10-25;0;193.0100000;194.3700000;192.0400000;192.0400000;32243310
SBER;D;2017-10-26;0;192.6500000;193.5000000;190.7200000;192.7500000;25609480
SBER;D;2017-10-27;0;193.5300000;196.1800000;192.8700000;196.0500000;46711220
SBER;D;2017-10-30;0;196.3200000;197.7000000;195.0000000;195.0000000;31909280
SBER;D;2017-10-31;0;194.9600000;196.3600000;193.8000000;193.8000000;25598610
SBER;D;2017-11-01;0;194.5000000;197.0500000;193.3300000;194.0500000;40225200
SBER;D;2017-11-02;0;193.7700000;195.1200000;192.3800000;193.8500000;33696650
SBER;D;2017-11-03;0;194.7700000;195.7500000;193.2000000;193.8000000;30592540
SBER;D;2017-11-07;0;196.5000000;206.7000000;195.5600000;205.9600000;134984670
SBER;D;2017-11-08;0;205.9200000;211.7700000;204.0600000;209.0900000;88243500
SBER;D;2017-11-09;0;209.5500000;221.5000000;209.1200000;220.0500000;116612700
SBER;D;2017-11-10;0;221.0100000;229.4000000;216.6100000;217.7000000;143480020
SBER;D;2017-11-13;0;217.8000000;223.9900000;215.7800000;216.6100000;50915300
SBER;D;2017-11-14;0;216.5100000;222.2000000;215.9600000;221.4000000;45864370
SBER;D;2017-11-15;0;222.5300000;227.7500000;221.5400000;225.9500000;72148490
SBER;D;2017-11-16;0;227.7300000;228.5800000;219.0900000;227.5000000;85815540
SBER;D;2017-11-17;0;227.9000000;228.0000000;224.1000000;225.6500000;37914400
SBER;D;2017-11-20;0;225.7000000;225.9700000;223.1600000;224.6000000;18825310
SBER;D;2017-11-21;0;225.4900000;232.9900000;224.0700000;231.0000000;77525730
SBER;D;2017-11-22;0;231.8800000;233.9500000;228.3800000;230.2500000;45902740
SBER;D;2017-11-23;0;230.2800000;230.9900000;225.0600000;225.5600000;41134020
SBER;D;2017-11-24;0;225.4000000;228.0000000;222.1500000;228.0000000;44245160
SBER;D;2017-11-27;0;228.3900000;229.0400000;225.0000000;226.7600000;23975080
SBER;D;2017-11-28;0;221.0000000;230.0000000;221.0000000;230.0000000;39995960
SBER;D;2017-11-29;0;230.1300000;231.5000000;226.7000000;228.2000000;34326960
SBER;D;2017-11-30;0;228.0000000;228.9200000;222.3500000;224.3500000;46105250
SBER;D;2017-12-01;0;224.5300000;225.7600000;220.7600000;221.5000000;39944560
SBER;D;2017-12-04;0;222.0000000;226.0000000;219.5500000;224.6000000;45046220
SBER;D;2017-12-05;0;224.0000000;224.5500000;222.0000000;223.9100000;27865110
SBER;D;2017-12-06;0;222.6500000;224.9000000;221.5700000;223.7500000;23099150
SBER;D;2017-12-07;0;223.8300000;224.7900000;219.2300000;219.8100000;38205450
SBER;D;2017-12-08;0;219.9000000;223.0000000;219.6100000;220.8900000;28307760
SBER;D;2017-12-11;0;221.4000000;227.6900000;221.1000000;227.6900000;34512300
SBER;D;2017-12-12;0;228.9200000;230.5000000;226.1100000;227.9000000;39576840
SBER;D;2017-12-13;0;227.2700000;228.3300000;220.5400000;221.8000000;61563290
SBER;D;2017-12-14;0;222.1600000;229.9000000;221.1000000;229.9000000;55591560
SBER;D;2017-12-15;0;228.9100000;229.7900000;225.5700000;226.5300000;42473440
SBER;D;2017-12-18;0;227.5000000;228.9000000;225.7000000;227.4000000;24514050
SBER;D;2017-12-19;0;227.9000000;228.5000000;223.5000000;224.1000000;34973820
SBER;D;2017-12-20;0;224.4500000;226.6800000;222.7000000;226.0000000;34146960
SBER;D;2017-12-21;0;226.4600000;227.3900000;222.3500000;223.6000000;34746200
SBER;D;2017-12-22;0;223.6800000;224.6400000;221.1200000;221.4400000;21508710
SBER;D;2017-12-25;0;222.2200000;223.9000000;221.6500000;223.3000000;11153030
SBER;D;2017-12-26;0;223.5200000;223.9800000;221.0000000;223.5700000;12299330
SBER;D;2017-12-27;0;224.0300000;227.2000000;223.1000000;226.9800000;30086500
SBER;D;2017-12-28;0;226.9000000;227.1700000;223.0000000;224.2000000;24042990
SBER;D;2017-12-29;0;224.0500000;226.2000000;223.2700000;225.2000000;18911170
SBER;D;2018-01-03;0;226.8800000;232.7000000;226.3500000;231.9000000;34460110
SBER;D;2018-01-04;0;232.1300000;239.5000000;231.0000000;238.8000000;53575900
SBER;D;2018-01-05;0;238.8500000;239.9500000;236.7000000;238.6000000;31546930
SBER;D;2018-01-09;0;239.0400000;243.7600000;239.0100000;240.4000000;53158280
SBER;D;2018-01-10;0;240.4100000;241.2500000;237.0600000;237.7600000;39353510
SBER;D;2018-01-11;0;237.7600000;240.8800000;235.2100000;239.0000000;43062100
SBER;D;2018-01-12;0;239.0000000;239.0000000;236.0500000;237.7500000;30886330
SBER;D;2018-01-15;0;239.0300000;240.9700000;238.0000000;238.8500000;25651360
SBER;D;2018-01-16;0;239.0000000;240.0000000;236.0100000;239.6400000;25463890
SBER;D;2018-01-17;0;238.6200000;239.8200000;236.5300000;239.8200000;30496560
SBER;D;2018-01-18;0;240.5000000;246.6900000;240.0000000;245.5000000;64062190
SBER;D;2018-01-19;0;245.1600000;245.9800000;240.6800000;242.4500000;38974940
SBER;D;2018-01-22;0;242.9700000;244.8900000;241.4100000;243.9900000;25074510
SBER;D;2018-01-23;0;244.7800000;246.2500000;241.6700000;244.4000000;43952320
SBER;D;2018-01-24;0;244.2000000;247.5300000;242.3200000;247.5300000;31125880
SBER;D;2018-01-25;0;247.9000000;251.6500000;247.5800000;250.6400000;54982290
SBER;D;2018-01-26;0;249.6000000;251.2300000;245.9300000;247.0000000;35182810
SBER;D;2018-01-29;0;247.5000000;250.7900000;246.0000000;250.4800000;49177160
SBER;D;2018-01-30;0;248.5300000;258.9600000;247.9100000;257.8000000;65465450
SBER;D;2018-01-31;0;257.5000000;264.7900000;255.7000000;264.5000000;63661880
SBER;D;2018-02-01;0;265.0000000;270.3000000;260.6000000;263.2000000;73011770
SBER;D;2018-02-02;0;263.6300000;264.8300000;256.2000000;257.3200000;64628360
SBER;D;2018-02-05;0;254.9300000;258.2900000;252.6000000;255.6400000;45881050
SBER;D;2018-02-06;0;249.9800000;262.5500000;248.1000000;258.9400000;85504830
SBER;D;2018-02-07;0;263.0000000;264.3700000;256.2600000;257.5800000;53360650
SBER;D;2018-02-08;0;256.4000000;259.7600000;253.1900000;253.1900000;37153970
SBER;D;2018-02-09;0;249.4800000;252.8900000;244.1300000;250.1100000;81609160
SBER;D;2018-02-12;0;253.0000000;256.3600000;251.6700000;255.0500000;41723850
SBER;D;2018-02-13;0;255.8700000;258.6200000;254.7000000;258.3000000;43682560
SBER;D;2018-02-14;0;259.0800000;263.3700000;257.2600000;262.0300000;60335860
SBER;D;2018-02-15;0;267.5300000;268.7700000;264.0000000;264.5800000;60628960
SBER;D;2018-02-16;0;265.8100000;267.9700000;263.1100000;266.9900000;51896060
SBER;D;2018-02-19;0;267.0000000;270.0000000;265.3000000;266.8500000;24145990
SBER;D;2018-02-20;0;266.8600000;267.8000000;264.7200000;267.2200000;24741410
SBER;D;2018-02-21;0;266.0600000;279.2000000;266.0500000;279.2000000;70353730
SBER;D;2018-02-22;0;277.9600000;279.5000000;275.5200000;277.4900000;50614960
SBER;D;2018-02-26;0;279.0000000;285.0000000;278.5900000;279.9700000;67356050
SBER;D;2018-02-27;0;280.8200000;280.9900000;276.6100000;278.2100000;39968470
SBER;D;2018-02-28;0;276.0200000;277.4100000;272.0000000;272.4000000;52919980
SBER;D;2018-03-01;0;270.9800000;277.0000000;270.9000000;275.0000000;38940750
SBER;D;2018-03-02;0;274.4000000;275.5000000;268.5600000;273.0000000;46008780
SBER;D;2018-03-05;0;273.7000000;278.8400000;273.5000000;277.0000000;34090490
SBER;D;2018-03-06;0;278.5000000;281.5000000;274.0300000;274.0300000;40549160
SBER;D;2018-03-07;0;272.9900000;276.7200000;270.1500000;274.0000000;49951810
SBER;D;2018-03-09;0;274.5700000;275.4800000;270.6100000;274.6000000;26306900
SBER;D;2018-03-12;0;276.0500000;277.3000000;273.5500000;274.3000000;23683510
SBER;D;2018-03-13;0;274.0000000;275.9300000;272.6600000;273.9500000;34624050
SBER;D;2018-03-14;0;272.9200000;273.4000000;262.1100000;262.5000000;61740760
SBER;D;2018-03-15;0;263.0100000;264.6100000;253.2900000;254.5100000;77948620
SBER;D;2018-03-16;0;255.2800000;257.9800000;249.7600000;256.1500000;91829180
SBER;D;2018-03-19;0;257.8000000;259.8100000;250.0100000;255.0000000;42444330
SBER;D;2018-03-20;0;255.9500000;257.3400000;250.4000000;257.1500000;62915590
SBER;D;2018-03-21;0;258.0000000;270.0000000;257.2300000;268.8800000;69873420
SBER;D;2018-03-22;0;269.9700000;271.8000000;264.1000000;265.5000000;55515720
SBER;D;2018-03-23;0;259.0300000;264.2500000;259.0300000;262.0000000;45451970
SBER;D;2018-03-26;0;262.0200000;264.8700000;255.0000000;255.0000000;56781030
SBER;D;2018-03-27;0;256.9900000;258.4300000;252.2700000;258.0000000;45103320
SBER;D;2018-03-28;0;255.5000000;256.1200000;250.7500000;251.5000000;43708220
SBER;D;2018-03-29;0;252.1400000;255.6000000;252.1400000;252.9000000;33595950
SBER;D;2018-03-30;0;254.0200000;254.4900000;252.8000000;253.5700000;10854540
SBER;D;2018-04-02;0;253.6000000;258.3400000;249.9900000;249.9900000;35423370
SBER;D;2018-04-03;0;250.0100000;251.9300000;245.3800000;251.6000000;63712830
SBER;D;2018-04-04;0;252.2200000;255.7700000;249.0900000;255.6900000;51988700
SBER;D;2018-04-05;0;257.2600000;262.8900000;255.9200000;262.0000000;52541810
SBER;D;2018-04-06;0;260.6400000;262.3200000;256.0100000;256.7600000;40147790
SBER;D;2018-04-09;0;255.1000000;255.3000000;205.0000000;213.0000000;249893540
SBER;D;2018-04-10;0;211.2400000;224.4700000;197.0000000;215.4800000;242110550
SBER;D;2018-04-11;0;213.9800000;223.6000000;204.2400000;208.0000000;185548360
SBER;D;2018-04-12;0;214.5900000;218.3900000;208.5000000;212.2100000;126646690
SBER;D;2018-04-13;0;213.3600000;216.7000000;203.1400000;204.7000000;106807820
SBER;D;2018-04-16;0;199.3500000;208.0000000;191.5000000;192.0600000;199130330
SBER;D;2018-04-17;0;203.0300000;207.8700000;200.0000000;207.5000000;168916840
SBER;D;2018-04-18;0;209.0200000;219.9300000;208.2500000;215.8700000;173838350
SBER;D;2018-04-19;0;217.3400000;222.2200000;212.0000000;213.4500000;133397880
SBER;D;2018-04-20;0;214.0200000;216.2700000;212.1300000;215.3600000;57747950
SBER;D;2018-04-23;0;216.4800000;223.5000000;213.2200000;223.2500000;116819360
SBER;D;2018-04-24;0;225.9200000;228.4300000;221.3000000;223.0000000;83740550
SBER;D;2018-04-25;0;220.1300000;223.7800000;218.2000000;220.4500000;69521980
SBER;D;2018-04-26;0;221.5700000;222.5900000;216.0000000;220.7000000;73144200
SBER;D;2018-04-27;0;221.3700000;224.4300000;217.6200000;223.9100000;81902940
SBER;D;2018-04-28;0;224.4000000;224.9900000;222.4000000;224.8000000;10305690
SBER;D;2018-04-30;0;224.5000000;228.2000000;221.5800000;226.9900000;39339460
SBER;D;2018-05-02;0;224.5000000;230.0000000;224.0200000;229.0200000;39843120
SBER;D;2018-05-03;0;228.4200000;232.7400000;227.5000000;228.0300000;79557540
SBER;D;2018-05-04;0;229.5900000;230.9400000;225.7000000;228.5500000;48071660
SBER;D;2018-05-07;0;230.2000000;232.1800000;229.0600000;229.8600000;37180430
SBER;D;2018-05-08;0;227.7700000;228.4800000;224.5000000;226.7000000;55830890
SBER;D;2018-05-10;0;228.5000000;234.1400000;228.3700000;233.7000000;72107560
SBER;D;2018-05-11;0;234.3000000;237.9500000;233.7400000;235.7200000;55032410
SBER;D;2018-05-14;0;236.2200000;237.8000000;234.0300000;237.8000000;34741670
SBER;D;2018-05-15;0;237.5000000;237.5000000;230.4000000;231.3900000;52925240
